,Unnamed: 0.1,timestamp,Unnamed: 0,lap,heart_rate,cadence,distance,enhanced_altitude,enhanced_speed,calories,power,temperature,fractional_cadence,alt_difference,rolling_ave_alt
0,0,2021-03-24 21:40:55+00:00,0.0,1.0,81.0,57.0,1.38,275.20000000000005,1.176,21.0,21.0,21.0,0.0,0.0,0.4
1,1,2021-03-24 21:40:56+00:00,1.0,1.0,81.0,57.0,2.58,275.20000000000005,1.194,21.0,21.0,21.0,0.0,0.0,0.4
2,2,2021-03-24 21:40:57+00:00,2.0,1.0,81.0,57.0,3.76,275.20000000000005,1.269,21.0,21.0,21.0,0.0,0.0,0.4
3,3,2021-03-24 21:40:58+00:00,3.0,1.0,81.0,111.0,5.63,275.20000000000005,1.353,21.0,21.0,21.0,0.0,0.0,0.4
4,4,2021-03-24 21:40:59+00:00,4.0,1.0,81.0,111.0,7.97,275.6,1.922,21.0,21.0,21.0,0.0,0.39999999999997726,0.4
5,5,2021-03-24 21:41:00+00:00,5.0,1.0,81.0,111.0,11.01,277.20000000000005,2.37,21.0,21.0,21.0,0.0,1.6000000000000227,0.4
6,6,2021-03-24 21:41:01+00:00,6.0,1.0,82.0,91.0,13.9,277.20000000000005,2.566,21.0,21.0,21.0,0.0,0.0,0.4
7,7,2021-03-24 21:41:02+00:00,7.0,1.0,82.0,91.0,17.59,277.4,2.715,21.0,21.0,21.0,0.0,0.1999999999999318,0.43999999999998635
8,8,2021-03-24 21:41:03+00:00,8.0,1.0,82.0,91.0,20.51,277.4,2.781,21.0,21.0,21.0,0.0,0.0,0.43999999999998635
9,9,2021-03-24 21:41:04+00:00,9.0,1.0,81.0,92.0,23.33,277.4,2.855,21.0,21.0,21.0,0.5,0.0,0.3599999999999909
10,10,2021-03-24 21:41:05+00:00,10.0,1.0,82.0,92.0,26.04,277.4,2.976,21.0,21.0,21.0,0.5,0.0,0.03999999999998636
11,11,2021-03-24 21:41:06+00:00,11.0,1.0,82.0,92.0,28.85,277.6,3.07,24.0,24.0,24.0,0.0,0.20000000000004547,0.07999999999999545
12,12,2021-03-24 21:41:07+00:00,12.0,1.0,83.0,92.0,31.66,277.6,3.07,24.0,24.0,24.0,0.0,0.0,0.0400000000000091
13,13,2021-03-24 21:41:08+00:00,13.0,1.0,84.0,92.0,33.85,277.79999999999995,2.93,24.0,24.0,24.0,0.0,0.1999999999999318,0.07999999999999545
14,14,2021-03-24 21:41:09+00:00,14.0,1.0,84.0,92.0,36.91,277.79999999999995,2.809,24.0,24.0,24.0,0.0,0.0,0.07999999999999545
15,15,2021-03-24 21:41:10+00:00,15.0,1.0,88.0,92.0,39.34,277.79999999999995,2.715,24.0,24.0,24.0,0.0,0.0,0.07999999999999545
16,16,2021-03-24 21:41:11+00:00,16.0,1.0,91.0,95.0,41.84,278.4,2.706,24.0,24.0,24.0,0.5,0.6000000000000227,0.1599999999999909
17,17,2021-03-24 21:41:12+00:00,17.0,1.0,94.0,95.0,44.68,278.4,2.697,24.0,24.0,24.0,0.5,0.0,0.1599999999999909
18,18,2021-03-24 21:41:13+00:00,18.0,1.0,96.0,95.0,47.59,278.6,2.734,24.0,24.0,24.0,0.5,0.20000000000004547,0.16000000000001363
19,19,2021-03-24 21:41:14+00:00,19.0,1.0,97.0,95.0,50.64,278.6,2.771,24.0,24.0,24.0,0.5,0.0,0.16000000000001363
20,20,2021-03-24 21:41:15+00:00,20.0,1.0,97.0,93.0,53.47,279.4,2.827,24.0,24.0,24.0,0.5,0.7999999999999545,0.32000000000000456
21,21,2021-03-24 21:41:16+00:00,21.0,1.0,100.0,93.0,56.31,279.4,2.837,24.0,24.0,24.0,0.0,0.0,0.2
22,22,2021-03-24 21:41:17+00:00,22.0,1.0,102.0,93.0,58.75,280.0,2.855,24.0,24.0,24.0,0.0,0.6000000000000227,0.32000000000000456
23,23,2021-03-24 21:41:18+00:00,23.0,1.0,103.0,93.0,61.3,280.0,2.855,24.0,24.0,24.0,0.0,0.0,0.2799999999999955
24,24,2021-03-24 21:41:19+00:00,24.0,1.0,105.0,93.0,63.87,280.20000000000005,2.837,24.0,24.0,24.0,0.0,0.20000000000004547,0.32000000000000456
25,25,2021-03-24 21:41:20+00:00,25.0,1.0,107.0,94.0,66.14,280.20000000000005,2.827,24.0,24.0,24.0,0.0,0.0,0.16000000000001363
26,26,2021-03-24 21:41:21+00:00,26.0,1.0,109.0,94.0,68.64,280.20000000000005,2.818,24.0,24.0,24.0,0.0,0.0,0.16000000000001363
27,27,2021-03-24 21:41:22+00:00,27.0,1.0,110.0,95.0,71.3,280.4,2.799,24.0,24.0,24.0,0.0,0.1999999999999318,0.07999999999999545
28,28,2021-03-24 21:41:23+00:00,28.0,1.0,112.0,95.0,74.05,280.79999999999995,2.79,24.0,24.0,24.0,0.0,0.39999999999997726,0.1599999999999909
29,29,2021-03-24 21:41:24+00:00,29.0,1.0,114.0,95.0,76.58,281.79999999999995,2.781,24.0,24.0,24.0,0.0,1.0,0.3199999999999818
30,30,2021-03-24 21:41:25+00:00,30.0,1.0,115.0,94.0,79.19,281.79999999999995,2.762,24.0,24.0,24.0,0.0,0.0,0.3199999999999818
31,31,2021-03-24 21:41:26+00:00,31.0,1.0,117.0,94.0,81.81,281.79999999999995,2.734,24.0,24.0,24.0,0.0,0.0,0.3199999999999818
32,32,2021-03-24 21:41:27+00:00,32.0,1.0,118.0,93.0,84.33,281.79999999999995,2.725,24.0,24.0,24.0,0.0,0.0,0.2799999999999955
33,33,2021-03-24 21:41:28+00:00,33.0,1.0,120.0,93.0,86.77,281.79999999999995,2.687,24.0,24.0,24.0,0.0,0.0,0.2
34,34,2021-03-24 21:41:29+00:00,34.0,1.0,122.0,93.0,88.78,281.79999999999995,2.669,24.0,24.0,24.0,0.0,0.0,0.0
35,35,2021-03-24 21:41:30+00:00,35.0,1.0,124.0,94.0,91.1,282.4,2.641,24.0,24.0,24.0,0.0,0.6000000000000227,0.12000000000000455
36,36,2021-03-24 21:41:31+00:00,36.0,1.0,126.0,93.0,91.1,283.0,2.613,24.0,24.0,24.0,0.5,0.6000000000000227,0.2400000000000091
37,37,2021-03-24 21:41:33+00:00,37.0,1.0,128.0,93.0,93.46,283.20000000000005,2.603,24.0,24.0,24.0,0.5,0.20000000000004547,0.2800000000000182
38,38,2021-03-24 21:41:34+00:00,38.0,1.0,129.0,93.0,97.27,283.4,2.575,24.0,24.0,24.0,0.5,0.1999999999999318,0.32000000000000456
39,39,2021-03-24 21:41:35+00:00,39.0,1.0,130.0,92.0,99.57,283.4,2.557,24.0,24.0,24.0,0.5,0.0,0.32000000000000456
40,40,2021-03-24 21:41:36+00:00,40.0,1.0,132.0,92.0,102.07,283.4,2.426,24.0,24.0,24.0,0.5,0.0,0.2
41,41,2021-03-24 21:41:37+00:00,41.0,1.0,133.0,92.0,104.48,283.4,2.398,24.0,24.0,24.0,0.5,0.0,0.07999999999999545
42,42,2021-03-24 21:41:38+00:00,42.0,1.0,133.0,92.0,107.15,283.4,2.249,24.0,24.0,24.0,0.5,0.0,0.03999999999998636
43,43,2021-03-24 21:41:39+00:00,43.0,1.0,135.0,92.0,109.54,283.4,2.249,24.0,24.0,24.0,0.5,0.0,0.0
44,44,2021-03-24 21:41:40+00:00,44.0,1.0,136.0,92.0,111.84,283.4,2.351,24.0,24.0,24.0,0.5,0.0,0.0
45,45,2021-03-24 21:41:41+00:00,45.0,1.0,137.0,92.0,113.89,283.4,2.351,24.0,24.0,24.0,0.5,0.0,0.0
46,46,2021-03-24 21:41:42+00:00,46.0,1.0,137.0,92.0,116.0,284.0,2.361,24.0,24.0,24.0,0.5,0.6000000000000227,0.12000000000000455
47,47,2021-03-24 21:41:43+00:00,47.0,1.0,137.0,92.0,118.0,284.0,2.351,24.0,24.0,24.0,0.5,0.0,0.12000000000000455
48,48,2021-03-24 21:41:44+00:00,48.0,1.0,137.0,92.0,120.09,284.79999999999995,2.305,24.0,24.0,24.0,0.5,0.7999999999999545,0.2799999999999955
49,49,2021-03-24 21:41:45+00:00,49.0,1.0,139.0,91.0,121.92,284.79999999999995,2.277,24.0,24.0,24.0,0.0,0.0,0.2799999999999955
50,50,2021-03-24 21:41:46+00:00,50.0,1.0,140.0,91.0,123.96,285.79999999999995,2.137,24.0,24.0,24.0,0.0,1.0,0.47999999999999543
51,51,2021-03-24 21:41:47+00:00,51.0,1.0,140.0,91.0,125.7,286.0,2.071,24.0,24.0,24.0,0.0,0.20000000000004547,0.4
52,52,2021-03-24 21:41:48+00:00,52.0,1.0,141.0,91.0,127.33,286.4,1.978,24.0,24.0,24.0,0.0,0.39999999999997726,0.47999999999999543
53,53,2021-03-24 21:41:49+00:00,53.0,1.0,141.0,90.0,129.22,286.6,1.913,24.0,24.0,24.0,0.5,0.20000000000004547,0.36000000000001364
54,54,2021-03-24 21:41:50+00:00,54.0,1.0,142.0,90.0,131.22,287.20000000000005,1.903,24.0,24.0,24.0,0.5,0.6000000000000227,0.4800000000000182
55,55,2021-03-24 21:41:51+00:00,55.0,1.0,142.0,88.0,133.15,287.20000000000005,1.885,24.0,24.0,24.0,0.0,0.0,0.2800000000000182
56,56,2021-03-24 21:41:52+00:00,56.0,1.0,142.0,88.0,135.77,287.4,1.903,24.0,24.0,24.0,0.0,0.1999999999999318,0.2799999999999955
57,57,2021-03-24 21:41:53+00:00,57.0,1.0,142.0,88.0,138.2,287.79999999999995,1.894,24.0,24.0,24.0,0.0,0.39999999999997726,0.2799999999999955
58,58,2021-03-24 21:41:54+00:00,58.0,1.0,143.0,88.0,140.88,288.0,1.903,24.0,24.0,24.0,0.0,0.20000000000004547,0.2799999999999955
59,59,2021-03-24 21:41:55+00:00,59.0,1.0,143.0,88.0,143.48,288.20000000000005,1.913,24.0,24.0,24.0,0.0,0.20000000000004547,0.2
60,60,2021-03-24 21:41:56+00:00,60.0,1.0,143.0,88.0,146.29,288.79999999999995,1.931,24.0,24.0,24.0,0.0,0.599999999999909,0.3199999999999818
61,61,2021-03-24 21:41:57+00:00,61.0,1.0,143.0,89.0,148.6,288.79999999999995,1.941,24.0,24.0,24.0,0.0,0.0,0.2799999999999955
62,62,2021-03-24 21:41:58+00:00,62.0,1.0,143.0,90.0,150.96,288.79999999999995,1.959,24.0,24.0,24.0,0.0,0.0,0.2
63,63,2021-03-24 21:41:59+00:00,63.0,1.0,144.0,90.0,153.25,288.79999999999995,1.969,24.0,24.0,24.0,0.0,0.0,0.1599999999999909
64,64,2021-03-24 21:42:00+00:00,64.0,1.0,145.0,92.0,155.72,289.20000000000005,1.978,24.0,24.0,24.0,0.0,0.40000000000009095,0.2
65,65,2021-03-24 21:42:01+00:00,65.0,1.0,146.0,92.0,158.32,289.4,2.006,24.0,24.0,24.0,0.0,0.1999999999999318,0.12000000000000455
66,66,2021-03-24 21:42:02+00:00,66.0,1.0,146.0,92.0,160.88,289.4,2.034,24.0,24.0,24.0,0.0,0.0,0.12000000000000455
67,67,2021-03-24 21:42:03+00:00,67.0,1.0,147.0,91.0,163.6,289.4,2.053,24.0,24.0,24.0,0.0,0.0,0.12000000000000455
68,68,2021-03-24 21:42:04+00:00,68.0,1.0,147.0,90.0,166.15,289.4,2.081,24.0,24.0,24.0,0.5,0.0,0.12000000000000455
69,69,2021-03-24 21:42:05+00:00,69.0,1.0,147.0,90.0,168.45,289.4,2.099,24.0,24.0,24.0,0.5,0.0,0.03999999999998636
70,70,2021-03-24 21:42:06+00:00,70.0,1.0,147.0,90.0,170.67,289.4,2.118,24.0,24.0,24.0,0.5,0.0,0.0
71,71,2021-03-24 21:42:07+00:00,71.0,1.0,148.0,89.0,172.84,289.4,2.137,23.0,23.0,23.0,0.0,0.0,0.0
72,72,2021-03-24 21:42:08+00:00,72.0,1.0,148.0,89.0,175.36,289.20000000000005,2.165,23.0,23.0,23.0,0.0,-0.1999999999999318,-0.03999999999998636
73,73,2021-03-24 21:42:09+00:00,73.0,1.0,148.0,90.0,177.34,289.0,2.183,23.0,23.0,23.0,0.0,-0.20000000000004547,-0.07999999999999545
74,74,2021-03-24 21:42:10+00:00,74.0,1.0,148.0,90.0,179.54,288.79999999999995,2.202,23.0,23.0,23.0,0.0,-0.20000000000004547,-0.12000000000000455
75,75,2021-03-24 21:42:11+00:00,75.0,1.0,148.0,90.0,182.45,288.79999999999995,2.221,23.0,23.0,23.0,0.0,0.0,-0.12000000000000455
76,76,2021-03-24 21:42:12+00:00,76.0,1.0,147.0,90.0,185.38,288.4,2.239,23.0,23.0,23.0,0.0,-0.39999999999997726,-0.2
77,77,2021-03-24 21:42:13+00:00,77.0,1.0,147.0,90.0,188.12,288.20000000000005,2.267,23.0,23.0,23.0,0.0,-0.1999999999999318,-0.2
78,78,2021-03-24 21:42:14+00:00,78.0,1.0,147.0,90.0,190.99,288.20000000000005,2.286,23.0,23.0,23.0,0.0,0.0,-0.1599999999999909
79,79,2021-03-24 21:42:15+00:00,79.0,1.0,147.0,91.0,193.72,288.0,2.305,23.0,23.0,23.0,0.0,-0.20000000000004547,-0.1599999999999909
80,80,2021-03-24 21:42:16+00:00,80.0,1.0,147.0,91.0,196.59,287.79999999999995,2.342,23.0,23.0,23.0,0.0,-0.20000000000004547,-0.2
81,81,2021-03-24 21:42:17+00:00,81.0,1.0,147.0,91.0,199.22,287.79999999999995,2.379,23.0,23.0,23.0,0.0,0.0,-0.12000000000000455
82,82,2021-03-24 21:42:18+00:00,82.0,1.0,147.0,90.0,202.08,287.4,2.417,23.0,23.0,23.0,0.5,-0.39999999999997726,-0.16000000000001363
83,83,2021-03-24 21:42:19+00:00,83.0,1.0,147.0,90.0,204.84,287.20000000000005,2.463,23.0,23.0,23.0,0.5,-0.1999999999999318,-0.2
84,84,2021-03-24 21:42:20+00:00,84.0,1.0,147.0,90.0,207.87,287.20000000000005,2.473,23.0,23.0,23.0,0.5,0.0,-0.1599999999999909
85,85,2021-03-24 21:42:21+00:00,85.0,1.0,147.0,90.0,210.13,287.0,2.501,23.0,23.0,23.0,0.5,-0.20000000000004547,-0.1599999999999909
86,86,2021-03-24 21:42:22+00:00,86.0,1.0,147.0,90.0,213.4,286.79999999999995,2.519,23.0,23.0,23.0,0.5,-0.20000000000004547,-0.2
87,87,2021-03-24 21:42:23+00:00,87.0,1.0,147.0,90.0,216.08,286.6,2.547,23.0,23.0,23.0,0.5,-0.1999999999999318,-0.1599999999999909
88,88,2021-03-24 21:42:24+00:00,88.0,1.0,146.0,90.0,218.78,286.20000000000005,2.557,23.0,23.0,23.0,0.5,-0.39999999999997726,-0.2
89,89,2021-03-24 21:42:25+00:00,89.0,1.0,146.0,90.0,221.13,286.20000000000005,2.575,23.0,23.0,23.0,0.5,0.0,-0.2
90,90,2021-03-24 21:42:26+00:00,90.0,1.0,146.0,90.0,224.45,285.79999999999995,2.585,23.0,23.0,23.0,0.5,-0.40000000000009095,-0.2400000000000091
91,91,2021-03-24 21:42:27+00:00,91.0,1.0,146.0,89.0,227.24,285.79999999999995,2.613,23.0,23.0,23.0,0.5,0.0,-0.2
92,92,2021-03-24 21:42:28+00:00,92.0,1.0,146.0,89.0,229.87,285.6,2.613,23.0,23.0,23.0,0.5,-0.1999999999999318,-0.2
93,93,2021-03-24 21:42:29+00:00,93.0,1.0,146.0,89.0,232.43,285.6,2.622,23.0,23.0,23.0,0.5,0.0,-0.12000000000000455
94,94,2021-03-24 21:42:30+00:00,94.0,1.0,145.0,89.0,235.3,285.6,2.631,23.0,23.0,23.0,0.5,0.0,-0.12000000000000455
95,95,2021-03-24 21:42:31+00:00,95.0,1.0,145.0,89.0,238.07,285.4,2.65,23.0,23.0,23.0,0.5,-0.20000000000004547,-0.07999999999999545
96,96,2021-03-24 21:42:32+00:00,96.0,1.0,145.0,89.0,240.92,285.20000000000005,2.659,23.0,23.0,23.0,0.0,-0.1999999999999318,-0.11999999999998182
97,97,2021-03-24 21:42:33+00:00,97.0,1.0,145.0,89.0,243.69,285.20000000000005,2.669,23.0,23.0,23.0,0.0,0.0,-0.07999999999999545
98,98,2021-03-24 21:42:34+00:00,98.0,1.0,144.0,89.0,246.32,285.20000000000005,2.678,23.0,23.0,23.0,0.0,0.0,-0.07999999999999545
99,99,2021-03-24 21:42:35+00:00,99.0,1.0,144.0,89.0,248.83,284.6,2.687,23.0,23.0,23.0,0.0,-0.6000000000000227,-0.2
100,100,2021-03-24 21:42:36+00:00,100.0,1.0,144.0,90.0,251.62,284.6,2.687,23.0,23.0,23.0,0.0,0.0,-0.1599999999999909
101,101,2021-03-24 21:42:37+00:00,101.0,1.0,144.0,91.0,254.63,284.20000000000005,2.697,23.0,23.0,23.0,0.0,-0.39999999999997726,-0.2
102,102,2021-03-24 21:42:38+00:00,102.0,1.0,143.0,91.0,257.71,284.20000000000005,2.697,23.0,23.0,23.0,0.0,0.0,-0.2
103,103,2021-03-24 21:42:39+00:00,103.0,1.0,143.0,91.0,260.43,284.0,2.706,23.0,23.0,23.0,0.0,-0.20000000000004547,-0.2400000000000091
104,104,2021-03-24 21:42:40+00:00,104.0,1.0,143.0,91.0,263.15,284.0,2.706,23.0,23.0,23.0,0.0,0.0,-0.12000000000000455
105,105,2021-03-24 21:42:41+00:00,105.0,1.0,143.0,91.0,265.71,283.79999999999995,2.706,23.0,23.0,23.0,0.0,-0.20000000000004547,-0.16000000000001363
106,106,2021-03-24 21:42:42+00:00,106.0,1.0,142.0,91.0,268.19,283.6,2.715,23.0,23.0,23.0,0.0,-0.1999999999999318,-0.12000000000000455
107,107,2021-03-24 21:42:43+00:00,107.0,1.0,142.0,90.0,270.99,283.6,2.715,23.0,23.0,23.0,0.0,0.0,-0.12000000000000455
108,108,2021-03-24 21:42:44+00:00,108.0,1.0,142.0,90.0,273.64,283.4,2.715,23.0,23.0,23.0,0.0,-0.20000000000004547,-0.12000000000000455
109,109,2021-03-24 21:42:45+00:00,109.0,1.0,142.0,90.0,276.49,283.0,2.725,23.0,23.0,23.0,0.0,-0.39999999999997726,-0.2
110,110,2021-03-24 21:42:46+00:00,110.0,1.0,142.0,90.0,279.65,283.0,2.725,23.0,23.0,23.0,0.0,0.0,-0.1599999999999909
111,111,2021-03-24 21:42:47+00:00,111.0,1.0,142.0,91.0,282.35,282.79999999999995,2.725,23.0,23.0,23.0,0.0,-0.20000000000004547,-0.16000000000001363
112,112,2021-03-24 21:42:48+00:00,112.0,1.0,143.0,91.0,285.14,282.6,2.734,23.0,23.0,23.0,0.0,-0.1999999999999318,-0.2
113,113,2021-03-24 21:42:49+00:00,113.0,1.0,143.0,90.0,287.78,282.0,2.734,23.0,23.0,23.0,0.0,-0.6000000000000227,-0.2799999999999955
114,114,2021-03-24 21:42:50+00:00,114.0,1.0,143.0,90.0,290.43,281.79999999999995,2.734,23.0,23.0,23.0,0.0,-0.20000000000004547,-0.2400000000000091
115,115,2021-03-24 21:42:51+00:00,115.0,1.0,143.0,90.0,293.34,281.6,2.743,23.0,23.0,23.0,0.0,-0.1999999999999318,-0.2799999999999955
116,116,2021-03-24 21:42:52+00:00,116.0,1.0,143.0,91.0,295.84,281.4,2.743,23.0,23.0,23.0,0.0,-0.20000000000004547,-0.2799999999999955
117,117,2021-03-24 21:42:53+00:00,117.0,1.0,143.0,91.0,298.37,281.4,2.734,23.0,23.0,23.0,0.0,0.0,-0.2400000000000091
118,118,2021-03-24 21:42:54+00:00,118.0,1.0,143.0,91.0,301.42,281.4,2.734,23.0,23.0,23.0,0.0,0.0,-0.12000000000000455
119,119,2021-03-24 21:42:55+00:00,119.0,1.0,143.0,91.0,303.67,281.20000000000005,2.734,23.0,23.0,23.0,0.0,-0.1999999999999318,-0.11999999999998182
120,120,2021-03-24 21:42:56+00:00,120.0,1.0,143.0,92.0,306.01,280.79999999999995,2.734,23.0,23.0,23.0,0.0,-0.40000000000009095,-0.16000000000001363
121,121,2021-03-24 21:42:57+00:00,121.0,1.0,143.0,92.0,308.98,280.79999999999995,2.734,23.0,23.0,23.0,0.0,0.0,-0.12000000000000455
122,122,2021-03-24 21:42:58+00:00,122.0,1.0,142.0,91.0,311.52,280.4,2.734,23.0,23.0,23.0,0.0,-0.39999999999997726,-0.2
123,123,2021-03-24 21:42:59+00:00,123.0,1.0,142.0,90.0,314.24,280.4,2.734,23.0,23.0,23.0,0.0,0.0,-0.2
124,124,2021-03-24 21:43:00+00:00,124.0,1.0,142.0,90.0,316.79,280.4,2.734,23.0,23.0,23.0,0.0,0.0,-0.16000000000001363
125,125,2021-03-24 21:43:01+00:00,125.0,1.0,141.0,90.0,319.5,280.4,2.725,23.0,23.0,23.0,0.0,0.0,-0.07999999999999545
126,126,2021-03-24 21:43:02+00:00,126.0,1.0,141.0,90.0,322.34,280.20000000000005,2.725,23.0,23.0,23.0,0.0,-0.1999999999999318,-0.11999999999998182
127,127,2021-03-24 21:43:03+00:00,127.0,1.0,141.0,90.0,325.52,279.79999999999995,2.725,23.0,23.0,23.0,0.0,-0.40000000000009095,-0.12000000000000455
128,128,2021-03-24 21:43:04+00:00,128.0,1.0,140.0,90.0,328.49,279.6,2.725,23.0,23.0,23.0,0.0,-0.1999999999999318,-0.1599999999999909
129,129,2021-03-24 21:43:05+00:00,129.0,1.0,140.0,91.0,331.19,279.20000000000005,2.734,23.0,23.0,23.0,0.0,-0.39999999999997726,-0.23999999999998636
130,130,2021-03-24 21:43:06+00:00,130.0,1.0,139.0,91.0,334.03,279.20000000000005,2.734,23.0,23.0,23.0,0.0,0.0,-0.23999999999998636
131,131,2021-03-24 21:43:07+00:00,131.0,1.0,139.0,91.0,337.16,279.0,2.734,22.0,22.0,22.0,0.0,-0.20000000000004547,-0.2400000000000091
132,132,2021-03-24 21:43:08+00:00,132.0,1.0,139.0,91.0,340.36,279.0,2.734,22.0,22.0,22.0,0.0,0.0,-0.1599999999999909
133,133,2021-03-24 21:43:09+00:00,133.0,1.0,138.0,90.0,343.6,278.79999999999995,2.734,22.0,22.0,22.0,0.0,-0.20000000000004547,-0.16000000000001363
134,134,2021-03-24 21:43:10+00:00,134.0,1.0,138.0,90.0,346.41,278.4,2.743,22.0,22.0,22.0,0.0,-0.39999999999997726,-0.16000000000001363
135,135,2021-03-24 21:43:11+00:00,135.0,1.0,137.0,91.0,349.08,278.4,2.743,22.0,22.0,22.0,0.0,0.0,-0.16000000000001363
136,136,2021-03-24 21:43:12+00:00,136.0,1.0,137.0,91.0,352.27,278.4,2.753,22.0,22.0,22.0,0.0,0.0,-0.12000000000000455
137,137,2021-03-24 21:43:13+00:00,137.0,1.0,137.0,91.0,355.33,278.0,2.762,22.0,22.0,22.0,0.0,-0.39999999999997726,-0.2
138,138,2021-03-24 21:43:14+00:00,138.0,1.0,137.0,91.0,358.48,277.6,2.771,22.0,22.0,22.0,0.0,-0.39999999999997726,-0.23999999999998636
139,139,2021-03-24 21:43:15+00:00,139.0,1.0,136.0,90.0,361.57,277.6,2.771,22.0,22.0,22.0,0.5,0.0,-0.1599999999999909
140,140,2021-03-24 21:43:16+00:00,140.0,1.0,136.0,90.0,364.39,277.0,2.781,22.0,22.0,22.0,0.5,-0.6000000000000227,-0.2799999999999955
141,141,2021-03-24 21:43:17+00:00,141.0,1.0,136.0,90.0,367.31,276.79999999999995,2.781,22.0,22.0,22.0,0.5,-0.20000000000004547,-0.32000000000000456
142,142,2021-03-24 21:43:18+00:00,142.0,1.0,135.0,90.0,370.17,276.4,2.79,22.0,22.0,22.0,0.5,-0.39999999999997726,-0.32000000000000456
143,143,2021-03-24 21:43:19+00:00,143.0,1.0,135.0,90.0,372.59,276.20000000000005,2.79,22.0,22.0,22.0,0.5,-0.1999999999999318,-0.2799999999999955
144,144,2021-03-24 21:43:20+00:00,144.0,1.0,135.0,90.0,375.33,276.0,2.79,22.0,22.0,22.0,0.5,-0.20000000000004547,-0.32000000000000456
145,145,2021-03-24 21:43:21+00:00,145.0,1.0,134.0,90.0,377.93,275.79999999999995,2.79,22.0,22.0,22.0,0.5,-0.20000000000004547,-0.2400000000000091
146,146,2021-03-24 21:43:22+00:00,146.0,1.0,134.0,90.0,380.92,275.79999999999995,2.799,22.0,22.0,22.0,0.5,0.0,-0.2
147,147,2021-03-24 21:43:23+00:00,147.0,1.0,134.0,90.0,384.02,275.6,2.799,22.0,22.0,22.0,0.5,-0.1999999999999318,-0.1599999999999909
148,148,2021-03-24 21:43:24+00:00,148.0,1.0,133.0,90.0,386.99,275.6,2.799,22.0,22.0,22.0,0.0,0.0,-0.12000000000000455
149,149,2021-03-24 21:43:25+00:00,149.0,1.0,133.0,90.0,389.95,274.79999999999995,2.799,22.0,22.0,22.0,0.0,-0.8000000000000682,-0.2400000000000091
150,150,2021-03-24 21:43:26+00:00,150.0,1.0,133.0,91.0,392.76,274.79999999999995,2.799,22.0,22.0,22.0,0.0,0.0,-0.2
151,151,2021-03-24 21:43:27+00:00,151.0,1.0,133.0,91.0,395.15,274.0,2.799,22.0,22.0,22.0,0.0,-0.7999999999999545,-0.3599999999999909
152,152,2021-03-24 21:43:28+00:00,152.0,1.0,133.0,91.0,397.55,273.79999999999995,2.799,22.0,22.0,22.0,0.0,-0.20000000000004547,-0.36000000000001364
153,153,2021-03-24 21:43:29+00:00,153.0,1.0,133.0,90.0,400.07,273.6,2.799,22.0,22.0,22.0,0.0,-0.1999999999999318,-0.4
154,154,2021-03-24 21:43:30+00:00,154.0,1.0,133.0,90.0,402.39,273.6,2.809,22.0,22.0,22.0,0.0,0.0,-0.23999999999998636
155,155,2021-03-24 21:43:31+00:00,155.0,1.0,133.0,90.0,404.44,273.6,2.809,22.0,22.0,22.0,0.0,0.0,-0.23999999999998636
156,156,2021-03-24 21:43:32+00:00,156.0,1.0,133.0,90.0,406.92,273.4,2.799,22.0,22.0,22.0,0.0,-0.20000000000004547,-0.12000000000000455
157,157,2021-03-24 21:43:33+00:00,157.0,1.0,133.0,90.0,409.31,273.0,2.799,22.0,22.0,22.0,0.0,-0.39999999999997726,-0.1599999999999909
158,158,2021-03-24 21:43:34+00:00,158.0,1.0,133.0,90.0,412.23,273.0,2.799,22.0,22.0,22.0,0.5,0.0,-0.12000000000000455
159,159,2021-03-24 21:43:35+00:00,159.0,1.0,133.0,90.0,414.69,272.4,2.799,22.0,22.0,22.0,0.5,-0.6000000000000227,-0.2400000000000091
160,160,2021-03-24 21:43:36+00:00,160.0,1.0,133.0,90.0,416.96,272.20000000000005,2.79,22.0,22.0,22.0,0.5,-0.1999999999999318,-0.2799999999999955
161,161,2021-03-24 21:43:37+00:00,161.0,1.0,133.0,90.0,419.61,271.6,2.79,22.0,22.0,22.0,0.5,-0.6000000000000227,-0.3599999999999909
162,162,2021-03-24 21:43:38+00:00,162.0,1.0,133.0,90.0,422.65,271.4,2.79,22.0,22.0,22.0,0.5,-0.20000000000004547,-0.32000000000000456
163,163,2021-03-24 21:43:39+00:00,163.0,1.0,133.0,90.0,426.89,271.4,2.79,22.0,22.0,22.0,0.5,0.0,-0.32000000000000456
164,164,2021-03-24 21:43:40+00:00,164.0,1.0,133.0,90.0,430.07,271.4,2.781,22.0,22.0,22.0,0.5,0.0,-0.2
165,165,2021-03-24 21:43:41+00:00,165.0,1.0,133.0,90.0,433.05,271.0,2.781,22.0,22.0,22.0,0.5,-0.39999999999997726,-0.2400000000000091
166,166,2021-03-24 21:43:42+00:00,166.0,1.0,132.0,90.0,435.25,270.4,2.781,22.0,22.0,22.0,0.5,-0.6000000000000227,-0.2400000000000091
167,167,2021-03-24 21:43:43+00:00,167.0,1.0,132.0,90.0,438.03,270.4,2.771,22.0,22.0,22.0,0.5,0.0,-0.2
168,168,2021-03-24 21:43:44+00:00,168.0,1.0,132.0,90.0,440.87,269.79999999999995,2.771,22.0,22.0,22.0,0.5,-0.6000000000000227,-0.32000000000000456
